Listing ID,URL,Price,Количество комнат,Город,Этаж,Тип дома,Жилой комплекс,Площадь,Санузел,Высота потолков,Год постройки,Парковка
697968798,https://krisha.kz/a/show/697968798,121886730,5,Нура р-н,NULL,монолитный,GreenLine. 4YOU,187.23,NULL,3.0,2026.0,NULL
690475642,https://krisha.kz/a/show/690475642,19882800,1,Сарайшык р-н,NULL,монолитный,Центральный сквер,36.82,совмещенный,3.0,2025.0,NULL
683999321,https://krisha.kz/a/show/683999321,26841600,2,Алматы р-н,NULL,кирпичный,Yrys,74.56,совмещенный,2.8,2024.0,NULL
760817272,https://krisha.kz/a/show/760817272,251659200,5,Алматы р-н,NULL,монолитный,Vivaldi,201.65,NULL,3.6,2024.0,NULL
697253225,https://krisha.kz/a/show/697253225,30286925,3,Нура р-н,NULL,монолитный,Алтын Саулет,76.97,2 с/у и более,3.0,2025.0,NULL
762083500,https://krisha.kz/a/show/762083500,107000000,4,Есильский р-н,8 из 12,монолитный,Capital Park. Light,135.0,NULL,NULL,2021.0,NULL
761997917,https://krisha.kz/a/show/761997917,22700000,1,Есильский р-н,3 из 7,кирпичный,Арнау,38.0,NULL,NULL,2016.0,NULL
692716422,https://krisha.kz/a/show/692716422,39500000,3,р-н Байконур,6 из 22,монолитный,Москва,86.0,NULL,NULL,2008.0,NULL
761086118,https://krisha.kz/a/show/761086118,24000000,1,Есильский р-н,12,монолитный,Expo Towers,40.0,NULL,3.0,2016.0,NULL
762084469,https://krisha.kz/a/show/762084469,13900000,2,Астана,5 из 5,кирпичный,NULL,47.5,NULL,NULL,1983.0,NULL
761555946,https://krisha.kz/a/show/761555946,21700000,1,Есильский р-н,5 из 10,NULL,NULL,43.4,совмещенный,NULL,2020.0,NULL
761952643,https://krisha.kz/a/show/761952643,28000000,1,Есильский р-н,7 из 10,кирпичный,Арнау,41.0,совмещенный,NULL,2021.0,NULL
761440166,https://krisha.kz/a/show/761440166,50500000,3,Есильский р-н,2 из 9,кирпичный,Арман кала,94.4,NULL,2.7,2015.0,NULL
761463132,https://krisha.kz/a/show/761463132,42900000,3,Алматы р-н,5 из 12,кирпичный,DOMBYRA,65.0,совмещенный,NULL,2024.0,NULL
761742670,https://krisha.kz/a/show/761742670,30900000,2,Алматы р-н,7 из 10,монолитный,Шахристан,67.9,2 с/у и более,NULL,2021.0,NULL
761007140,https://krisha.kz/a/show/761007140,40500000,3,Нура р-н,4 из 6,монолитный,Respublika,65.0,NULL,NULL,2024.0,паркинг
762142595,https://krisha.kz/a/show/762142595,25900000,2,Алматы р-н,3 из 9,кирпичный,DOMBYRA,38.0,NULL,NULL,2025.0,паркинг
761847966,https://krisha.kz/a/show/761847966,29400000,2,Есильский р-н,16 из 18,NULL,Сердце Столицы,42.0,NULL,2.7,2021.0,NULL
761506473,https://krisha.kz/a/show/761506473,31000000,2,Нура р-н,4 из 9,кирпичный,Abai Joly,60.0,совмещенный,NULL,2024.0,NULL
761821614,https://krisha.kz/a/show/761821614,55500000,2,Есильский р-н,5 из 8,монолитный,Royal Expo Apartments,75.0,совмещенный,NULL,2020.0,NULL
761837792,https://krisha.kz/a/show/761837792,43000000,3,Нура р-н,10 из 16,монолитный,Altyn Dala,84.0,NULL,NULL,2020.0,NULL
761801672,https://krisha.kz/a/show/761801672,48500000,3,Нура р-н,13 из 16,монолитный,Arena Garden,71.0,2 с/у и более,NULL,2019.0,NULL
762140038,https://krisha.kz/a/show/762140038,22700000,1,Есильский р-н,5 из 12,монолитный,Айсанам,40.0,NULL,NULL,2014.0,NULL
698216658,https://krisha.kz/a/show/698216658,39379280,3,Нура р-н,NULL,монолитный,Arena Style,71.86,2 с/у и более,3.0,2026.0,NULL
689662163,https://krisha.kz/a/show/689662163,17800000,1,Нура р-н,NULL,монолитный,Delta,38.3,совмещенный,3.0,2025.0,NULL
690129722,https://krisha.kz/a/show/690129722,124620000,5,Нура р-н,NULL,монолитный,RAUDA,186.0,2 с/у и более,3.0,2024.0,NULL
762196864,https://krisha.kz/a/show/762196864,35800000,2,Есильский р-н,8 из 18,монолитный,NULL,84.2,2 с/у и более,NULL,2009.0,NULL
761727178,https://krisha.kz/a/show/761727178,23208240,1,Нура р-н,NULL,монолитный,Arena Vista,35.76,совмещенный,3.0,2026.0,NULL
682920192,https://krisha.kz/a/show/682920192,15795780,1,Астана,NULL,кирпичный,BURABAY-2,36.82,совмещенный,2.7,2024.0,NULL
760964463,https://krisha.kz/a/show/760964463,24703800,3,Сарайшык р-н,NULL,кирпичный,Ansau,74.86,NULL,3.0,2025.0,NULL
761882773,https://krisha.kz/a/show/761882773,31115520,2,Нура р-н,NULL,монолитный,Auez Park,52.56,совмещенный,3.0,2026.0,NULL
682885990,https://krisha.kz/a/show/682885990,24150000,2,Алматы р-н,NULL,монолитный,Atamura,64.4,совмещенный,2.7,2024.0,NULL
760697973,https://krisha.kz/a/show/760697973,47842740,2,Нура р-н,NULL,кирпичный,GreenLine. Verda,72.27,2 с/у и более,3.0,2025.0,NULL
696165793,https://krisha.kz/a/show/696165793,66461850,4,Нура р-н,NULL,монолитный,Arena Unity,122.85,2 с/у и более,3.0,2026.0,NULL
690528566,https://krisha.kz/a/show/690528566,32868000,2,Есильский р-н,NULL,кирпичный,Manar,66.4,совмещенный,3.0,2024.0,NULL
762200565,https://krisha.kz/a/show/762200565,17500000,1,Алматы р-н,8 из 9,монолитный,Нурай,47.5,NULL,NULL,2009.0,паркинг
761705960,https://krisha.kz/a/show/761705960,21500000,1,Есильский р-н,5 из 9,монолитный,Времена года. Осень,33.1,NULL,NULL,2017.0,паркинг
761967601,https://krisha.kz/a/show/761967601,98000000,4,Есильский р-н,5 из 8,кирпичный,Queens,150.0,2 с/у и более,NULL,2020.0,NULL
761623537,https://krisha.kz/a/show/761623537,21900000,1,Нура р-н,4 из 12,монолитный,Delta,38.0,NULL,NULL,2024.0,NULL
761865004,https://krisha.kz/a/show/761865004,43900000,3,Нура р-н,12 из 18,монолитный,Respublika,71.6,NULL,NULL,2023.0,паркинг
762119604,https://krisha.kz/a/show/762119604,27700000,2,Нура р-н,9 из 9,монолитный,Delta,38.0,NULL,NULL,2024.0,NULL
760665220,https://krisha.kz/a/show/760665220,24300000,2,Алматы р-н,15 из 18,монолитный,Жайна,56.0,совмещенный,NULL,2016.0,NULL
761653752,https://krisha.kz/a/show/761653752,34500000,2,Есильский р-н,8,монолитный,BUQAR JYRAU EXCLUSIVE 2,46.0,NULL,NULL,2024.0,NULL
762135680,https://krisha.kz/a/show/762135680,30000000,2,Есильский р-н,1 из 9,монолитный,Nova City,45.0,совмещенный,NULL,2018.0,NULL
699257042,https://krisha.kz/a/show/699257042,37500000,2,Алматы р-н,28 из 28,монолитный,Хайвил Астана,70.0,NULL,NULL,2016.0,NULL
697252783,https://krisha.kz/a/show/697252783,200000000,5,Алматы р-н,6 из 12,кирпичный,Premier Palace,225.0,2 с/у и более,NULL,2018.0,NULL
695623745,https://krisha.kz/a/show/695623745,26500000,3,Алматы р-н,8 из 9,NULL,NULL,68.0,раздельный,NULL,1992.0,NULL
761359326,https://krisha.kz/a/show/761359326,47500000,2,Нура р-н,6 из 9,монолитный,GreenLine.Headliner Exclusive,45.0,совмещенный,NULL,2024.0,NULL
688834291,https://krisha.kz/a/show/688834291,22500000,2,Алматы р-н,4 из 6,монолитный,NULL,59.0,совмещенный,NULL,2021.0,NULL
761569850,https://krisha.kz/a/show/761569850,22500000,1,Есильский р-н,9,монолитный,GreenLine.Ару Кала,39.0,NULL,NULL,2023.0,NULL
761948532,https://krisha.kz/a/show/761948532,25500000,2,Алматы р-н,3 из 12,кирпичный,DOMBYRA,38.0,совмещенный,NULL,2024.0,NULL
761463078,https://krisha.kz/a/show/761463078,43000000,2,Алматы р-н,10 из 12,кирпичный,DOMBYRA,65.0,совмещенный,NULL,2024.0,NULL
762095823,https://krisha.kz/a/show/762095823,36900000,3,Нура р-н,4 из 9,кирпичный,Green Town,57.0,совмещенный,NULL,2024.0,NULL
699749059,https://krisha.kz/a/show/699749059,110000000,6,р-н Байконур,15 из 20,монолитный,Мерей Интерконти,380.0,2 с/у и более,NULL,2007.0,NULL
699077630,https://krisha.kz/a/show/699077630,66300000,3,Есильский р-н,10 из 13,монолитный,Landmark,76.0,NULL,NULL,2024.0,NULL
760394184,https://krisha.kz/a/show/760394184,35900000,2,Алматы р-н,14 из 18,монолитный,Bravo Family,57.0,NULL,NULL,2022.0,NULL
761227738,https://krisha.kz/a/show/761227738,27000000,2,Алматы р-н,11 из 14,монолитный,Кулан,58.0,NULL,NULL,2011.0,NULL
760964466,https://krisha.kz/a/show/760964466,26800000,3,Сарайшык р-н,NULL,кирпичный,Ansau,80.0,NULL,3.0,2025.0,NULL
694707415,https://krisha.kz/a/show/694707415,32729220,2,Есильский р-н,NULL,монолитный,Capital Park. Emotions,46.89,совмещенный,3.0,2026.0,NULL
760068647,https://krisha.kz/a/show/760068647,18396300,1,Нура р-н,NULL,монолитный,Space,34.45,совмещенный,2.65,2025.0,NULL
677885334,https://krisha.kz/a/show/677885334,29236200,2,Нура р-н,NULL,монолитный,Aruna City,69.61,раздельный,2.9,2024.0,NULL
761833109,https://krisha.kz/a/show/761833109,26000000,2,Есильский р-н,2 из 12,кирпичный,Жагалау 4,53.0,совмещенный,NULL,2017.0,NULL
761728322,https://krisha.kz/a/show/761728322,34754640,2,Нура р-н,NULL,монолитный,Arena Vista,64.72,2 с/у и более,3.0,2026.0,NULL
760816233,https://krisha.kz/a/show/760816233,122260180,3,Алматы р-н,NULL,монолитный,Vivaldi,123.62,2 с/у и более,3.6,2024.0,NULL
761320155,https://krisha.kz/a/show/761320155,45000000,2,Алматы р-н,11 из 12,NULL,Sensata Plaza,61.0,совмещенный,NULL,2023.0,NULL
762070509,https://krisha.kz/a/show/762070509,41634810,3,Есильский р-н,NULL,кирпичный,Jetisu Satti,94.41,2 с/у и более,3.0,2026.0,NULL
682920205,https://krisha.kz/a/show/682920205,26787420,3,Астана,NULL,кирпичный,BURABAY-2,74.7,2 с/у и более,2.7,2024.0,NULL
762213450,https://krisha.kz/a/show/762213450,40000000,2,Алматы р-н,1 из 7,монолитный,Французский Квартал,74.0,раздельный,NULL,2017.0,NULL
760813103,https://krisha.kz/a/show/760813103,42500000,2,Сарыарка р-н,30 из 42,монолитный,Grand Alatau,86.0,раздельный,NULL,2010.0,NULL
698215352,https://krisha.kz/a/show/698215352,32656500,2,Алматы р-н,NULL,монолитный,Auez,61.5,2 с/у и более,3.0,2026.0,NULL
696998427,https://krisha.kz/a/show/696998427,48840750,3,Алматы р-н,NULL,кирпичный,Qasiet,93.03,2 с/у и более,3.0,2025.0,NULL
694786590,https://krisha.kz/a/show/694786590,26000000,3,Алматы р-н,10 из 12,монолитный,Отау,75.0,NULL,NULL,2021.0,NULL
761667612,https://krisha.kz/a/show/761667612,22900000,1,Нура р-н,1 из 10,кирпичный,Sunland,38.5,NULL,NULL,2019.0,паркинг
762036875,https://krisha.kz/a/show/762036875,54000000,4,Алматы р-н,10 из 23,монолитный,Сенатор Park,110.0,NULL,NULL,2021.0,NULL
762119662,https://krisha.kz/a/show/762119662,21500000,2,Алматы р-н,7 из 9,кирпичный,Турсын Астана – 2,49.8,NULL,NULL,2011.0,NULL
762134667,https://krisha.kz/a/show/762134667,39500000,3,Нура р-н,11 из 12,монолитный,Delta,65.0,NULL,3.0,2024.0,NULL
761939870,https://krisha.kz/a/show/761939870,29500000,3,Сарыарка р-н,11 из 18,монолитный,Махаббат,82.8,2 с/у и более,NULL,2008.0,NULL
760185298,https://krisha.kz/a/show/760185298,42700000,2,Есильский р-н,8 из 9,монолитный,Sezim Qala.Baqyt,62.2,NULL,NULL,2020.0,NULL
762162108,https://krisha.kz/a/show/762162108,15500000,1,Сарыарка р-н,5 из 6,кирпичный,NULL,38.0,NULL,2.7,2014.0,NULL
762128007,https://krisha.kz/a/show/762128007,32700000,2,Есильский р-н,10 из 17,монолитный,BUQAR JYRAU EXCLUSIVE 2,40.0,совмещенный,NULL,2024.0,NULL
691391802,https://krisha.kz/a/show/691391802,34500000,2,р-н Байконур,4 из 10,кирпичный,Daryn,60.7,NULL,NULL,2023.0,NULL
661322553,https://krisha.kz/a/show/661322553,48000000,3,Есильский р-н,14 из 23,монолитный,Алтын Шар 1,93.0,NULL,NULL,2016.0,NULL
689284586,https://krisha.kz/a/show/689284586,23000000,1,р-н Байконур,3 из 5,кирпичный,NULL,43.0,совмещенный,NULL,2006.0,NULL
761898296,https://krisha.kz/a/show/761898296,27900000,2,Алматы р-н,4 из 12,кирпичный,DOMBYRA,42.0,NULL,NULL,2024.0,паркинг
761658751,https://krisha.kz/a/show/761658751,25100000,1,Есильский р-н,6 из 9,кирпичный,Экодом,50.9,совмещенный,NULL,2018.0,NULL
761707708,https://krisha.kz/a/show/761707708,19800000,3,Алматы р-н,5 из 6,кирпичный,NULL,62.6,совмещенный,NULL,2008.0,NULL
694508167,https://krisha.kz/a/show/694508167,49000000,2,Есильский р-н,2 из 21,монолитный,Landmark,53.4,NULL,NULL,2023.0,NULL
761646078,https://krisha.kz/a/show/761646078,53000000,3,Алматы р-н,5 из 7,кирпичный,Спутник,110.0,NULL,NULL,2019.0,NULL
761624176,https://krisha.kz/a/show/761624176,112999900,4,Есильский р-н,7 из 16,монолитный,Park Avenue Exclusive,120.0,2 с/у и более,NULL,2021.0,NULL
762084472,https://krisha.kz/a/show/762084472,75200000,3,Есильский р-н,3 из 16,монолитный,Talmas,118.0,NULL,NULL,2024.0,NULL
762170352,https://krisha.kz/a/show/762170352,12467000,1,Есильский р-н,NULL,монолитный,Salt 2,35.62,совмещенный,2.85,2026.0,NULL
761044872,https://krisha.kz/a/show/761044872,20900000,2,Сарыарка р-н,6 из 10,кирпичный,NULL,50.0,раздельный,NULL,2010.0,NULL
761768997,https://krisha.kz/a/show/761768997,22000000,1,Нура р-н,10 из 12,монолитный,NULL,35.2,совмещенный,NULL,2018.0,NULL
761034199,https://krisha.kz/a/show/761034199,48000000,2,Есильский р-н,3 из 7,монолитный,Expo New Life,76.0,совмещенный,NULL,2018.0,NULL
699083036,https://krisha.kz/a/show/699083036,20000000,1,Алматы р-н,13 из 21,монолитный,Гранд Астана,37.0,NULL,NULL,2011.0,NULL
694194396,https://krisha.kz/a/show/694194396,40609050,3,Нура р-н,NULL,кирпичный,Green Town,83.73,2 с/у и более,3.0,2024.0,NULL
687325901,https://krisha.kz/a/show/687325901,29738500,2,Нура р-н,NULL,кирпичный,Eva,54.07,NULL,3.0,2024.0,NULL
679156763,https://krisha.kz/a/show/679156763,59087000,5,Нура р-н,NULL,монолитный,Agate,157.6,2 с/у и более,3.0,2022.0,NULL
762070506,https://krisha.kz/a/show/762070506,37374280,3,Есильский р-н,NULL,кирпичный,Jetisu Satti,77.54,2 с/у и более,3.0,2026.0,NULL
699980009,https://krisha.kz/a/show/699980009,44778250,4,Нура р-н,NULL,кирпичный,Dariya,94.27,2 с/у и более,3.0,2026.0,NULL
699979994,https://krisha.kz/a/show/699979994,24300000,2,Нура р-н,NULL,кирпичный,Dariya,54.0,совмещенный,3.0,2026.0,NULL
760964455,https://krisha.kz/a/show/760964455,14546800,1,Сарайшык р-н,NULL,кирпичный,Ansau,35.48,NULL,3.0,2025.0,NULL
760288054,https://krisha.kz/a/show/760288054,47635030,3,Есильский р-н,NULL,монолитный,MoD. Style,91.43,2 с/у и более,3.0,2026.0,NULL
689288588,https://krisha.kz/a/show/689288588,49662000,3,Есильский р-н,NULL,монолитный,Tumar Residence,82.77,совмещенный,3.0,2025.0,NULL
689222450,https://krisha.kz/a/show/689222450,44146120,3,Есильский р-н,NULL,монолитный,Tumar Residence,80.12,NULL,3.0,2025.0,NULL
696998545,https://krisha.kz/a/show/696998545,65231050,4,Алматы р-н,NULL,кирпичный,Qasiet,119.69,2 с/у и более,3.0,2025.0,NULL
694710365,https://krisha.kz/a/show/694710365,65051100,2,Есильский р-н,NULL,монолитный,Atlant Unique,80.31,совмещенный,3.3,2025.0,NULL
679156764,https://krisha.kz/a/show/679156764,52844000,3,Нура р-н,NULL,монолитный,Agate,120.1,2 с/у и более,3.0,2022.0,NULL
762061119,https://krisha.kz/a/show/762061119,13000000,1,р-н Байконур,3 из 5,кирпичный,NULL,34.0,NULL,2.7,1966.0,NULL
690528563,https://krisha.kz/a/show/690528563,19181750,1,Есильский р-н,NULL,кирпичный,Manar,39.55,совмещенный,3.0,2024.0,NULL
761240080,https://krisha.kz/a/show/761240080,59999999,4,Есильский р-н,8 из 16,кирпичный,Nova City Южный,115.0,2 с/у и более,NULL,2022.0,NULL
762148620,https://krisha.kz/a/show/762148620,42500000,3,Есильский р-н,5 из 12,монолитный,Athletic,60.6,совмещенный,NULL,2021.0,NULL
698337869,https://krisha.kz/a/show/698337869,51000000,3,Нура р-н,7 из 12,монолитный,Sat City,85.0,NULL,NULL,2022.0,NULL
761560210,https://krisha.kz/a/show/761560210,24500000,1,Алматы р-н,15 из 17,кирпичный,Нур Отау,48.3,NULL,NULL,2009.0,NULL
761983875,https://krisha.kz/a/show/761983875,63000000,3,Есильский р-н,8 из 10,монолитный,GreenLine.BI City Seoul,100.0,2 с/у и более,NULL,2019.0,NULL
762210738,https://krisha.kz/a/show/762210738,25500000,1,Есильский р-н,6 из 9,кирпичный,NULL,50.5,совмещенный,NULL,2005.0,NULL
761684493,https://krisha.kz/a/show/761684493,19900000,1,Алматы р-н,3 из 12,монолитный,Айнаколь,34.0,NULL,NULL,2018.0,NULL
762180651,https://krisha.kz/a/show/762180651,48000000,2,Есильский р-н,6 из 9,монолитный,Park Avenue,66.2,NULL,NULL,2015.0,NULL
761955101,https://krisha.kz/a/show/761955101,78999000,3,Есильский р-н,3 из 9,монолитный,Grand Turan Comfort,96.0,NULL,NULL,2024.0,паркинг
762064040,https://krisha.kz/a/show/762064040,17000000,2,Сарыарка р-н,3 из 5,панельный,NULL,46.0,совмещенный,NULL,1970.0,NULL
699843964,https://krisha.kz/a/show/699843964,30000000,3,р-н Байконур,3 из 4,кирпичный,NULL,77.4,раздельный,NULL,1994.0,NULL
762130350,https://krisha.kz/a/show/762130350,55000000,3,Есильский р-н,8 из 9,монолитный,Alan,84.0,NULL,NULL,2019.0,NULL
761603953,https://krisha.kz/a/show/761603953,26900000,2,Есильский р-н,7 из 9,кирпичный,AQ Qayin,38.0,NULL,3.0,2021.0,NULL
762186919,https://krisha.kz/a/show/762186919,18000000,1,Есильский р-н,1 из 9,NULL,NULL,31.2,совмещенный,NULL,2015.0,NULL
762079171,https://krisha.kz/a/show/762079171,21800000,1,Сарыарка р-н,8 из 12,NULL,Rio de Janeiro,43.0,NULL,2.7,2022.0,паркинг
760989887,https://krisha.kz/a/show/760989887,22400000,1,Сарыарка р-н,7 из 24,монолитный,Столичный 2,41.4,NULL,NULL,2022.0,NULL
760961322,https://krisha.kz/a/show/760961322,25000000,3,Алматы р-н,9 из 10,кирпичный,NULL,70.0,NULL,2.7,2006.0,NULL
690366752,https://krisha.kz/a/show/690366752,48500000,4,Алматы р-н,5 из 10,кирпичный,Аль-Фараби-2,104.4,NULL,NULL,2011.0,NULL
762116629,https://krisha.kz/a/show/762116629,25000000,1,р-н Байконур,5 из 25,монолитный,Территория Комфорта-2,57.0,NULL,NULL,2014.0,NULL
760302520,https://krisha.kz/a/show/760302520,22500000,2,Алматы р-н,4 из 20,иной,A-City,63.7,NULL,NULL,2025.0,NULL
761611708,https://krisha.kz/a/show/761611708,25500000,2,Есильский р-н,9,кирпичный,GreenLine.Ару Кала,38.0,NULL,NULL,2021.0,паркинг
761814945,https://krisha.kz/a/show/761814945,27000000,2,Нура р-н,3 из 9,кирпичный,College,47.0,NULL,NULL,2020.0,NULL
699609637,https://krisha.kz/a/show/699609637,115000000,3,Алматы р-н,2 из 5,кирпичный,Британский квартал,180.0,NULL,NULL,2014.0,NULL
762028471,https://krisha.kz/a/show/762028471,22900000,1,Есильский р-н,14 из 17,монолитный,MoD. Standard,34.2,NULL,NULL,2024.0,NULL
760373010,https://krisha.kz/a/show/760373010,39000000,2,Есильский р-н,14 из 17,монолитный,BUQAR JYRAU EXCLUSIVE,49.0,NULL,NULL,2024.0,паркинг
761534438,https://krisha.kz/a/show/761534438,65500000,2,Есильский р-н,11 из 17,монолитный,Nexpo Union,65.0,NULL,NULL,2025.0,паркинг
762109119,https://krisha.kz/a/show/762109119,65500000,3,Нура р-н,5 из 22,NULL,NULL,84.0,2 с/у и более,NULL,2023.0,NULL
762007208,https://krisha.kz/a/show/762007208,43000000,2,Есильский р-н,7 из 8,монолитный,parkhouse,75.0,NULL,NULL,2019.0,паркинг
761357242,https://krisha.kz/a/show/761357242,24000000,2,Сарыарка р-н,6 из 12,кирпичный,Лея,51.7,NULL,NULL,2007.0,NULL
673201138,https://krisha.kz/a/show/673201138,14000000,1,Астана,5 из 12,монолитный,Парус,32.8,NULL,NULL,2025.0,NULL
761711331,https://krisha.kz/a/show/761711331,41200000,3,Нура р-н,6 из 12,монолитный,Delta,67.0,NULL,NULL,2025.0,NULL
761548724,https://krisha.kz/a/show/761548724,15500000,1,Сарайшык р-н,9 из 12,кирпичный,Future Home Astana,42.6,совмещенный,NULL,2024.0,NULL
762039126,https://krisha.kz/a/show/762039126,22500000,1,Есильский р-н,12 из 14,монолитный,Айсанам,40.0,совмещенный,NULL,2014.0,NULL
760050694,https://krisha.kz/a/show/760050694,18000000,1,Есильский р-н,1,NULL,NULL,31.0,совмещенный,NULL,2015.0,NULL
762057572,https://krisha.kz/a/show/762057572,35000000,2,Алматы р-н,9 из 18,монолитный,Inju Promenade,56.0,NULL,NULL,2023.0,NULL
677656614,https://krisha.kz/a/show/677656614,48500000,3,Алматы р-н,1 из 22,монолитный,Гранд Астана,112.0,NULL,NULL,2011.0,NULL
761525657,https://krisha.kz/a/show/761525657,31000000,2,Есильский р-н,9 из 12,кирпичный,Zhana Bastau,40.0,NULL,NULL,2024.0,NULL
699383798,https://krisha.kz/a/show/699383798,17600000,1,Сарыарка р-н,6 из 12,кирпичный,Кенесары,36.0,NULL,NULL,2013.0,NULL
761745966,https://krisha.kz/a/show/761745966,185000000,4,Алматы р-н,6 из 31,монолитный,Хайвил Астана,162.7,NULL,NULL,2015.0,NULL
762132266,https://krisha.kz/a/show/762132266,48500000,2,Нура р-н,15 из 19,монолитный,Evolution,50.0,NULL,NULL,2024.0,паркинг
699996941,https://krisha.kz/a/show/699996941,165000000,4,Есильский р-н,8 из 12,иной,Nexpo Classic,130.1,NULL,NULL,2024.0,NULL
761875139,https://krisha.kz/a/show/761875139,80000000,4,Есильский р-н,5 из 7,NULL,NULL,124.0,2 с/у и более,NULL,2014.0,NULL
761746701,https://krisha.kz/a/show/761746701,21500000,2,Сарыарка р-н,11 из 16,кирпичный,Жети Жол,60.0,NULL,NULL,2019.0,NULL
674309940,https://krisha.kz/a/show/674309940,56000000,4,Есильский р-н,13 из 14,кирпичный,Лазурный квартал,110.0,NULL,NULL,2018.0,NULL
761440268,https://krisha.kz/a/show/761440268,45500000,3,Есильский р-н,13 из 14,монолитный,Лазурный квартал,86.0,NULL,NULL,2018.0,паркинг
760522928,https://krisha.kz/a/show/760522928,205000000,5,Алматы р-н,16 из 25,монолитный,Хайвил Астана,245.5,NULL,NULL,2017.0,NULL
761653871,https://krisha.kz/a/show/761653871,22000000,2,Алматы р-н,9 из 9,кирпичный,Adam Armany,43.0,NULL,NULL,2023.0,паркинг
761455849,https://krisha.kz/a/show/761455849,52000000,3,Есильский р-н,6 из 12,монолитный,Sat City,90.0,совмещенный,NULL,2021.0,NULL
699607420,https://krisha.kz/a/show/699607420,35861050,2,Сарайшык р-н,NULL,монолитный,Isma,67.03,2 с/у и более,3.2,2025.0,NULL
684969696,https://krisha.kz/a/show/684969696,50284640,3,Есильский р-н,NULL,кирпичный,Aisar,90.44,2 с/у и более,3.0,2026.0,NULL
680906997,https://krisha.kz/a/show/680906997,59998000,3,Нура р-н,NULL,монолитный,Four Seasons,91.6,2 с/у и более,3.1,2023.0,NULL
694710370,https://krisha.kz/a/show/694710370,90875400,3,Есильский р-н,NULL,монолитный,Atlant Unique,123.64,2 с/у и более,3.3,2025.0,NULL
